"meteorite_name","recclass","mass_g","impact_year"
"Queen Alexandra Range 99595","LL5","5.9",1999
"Queen Alexandra Range 99596","H6","7.4",1999
"Queen Alexandra Range 99597","LL5","7.4",1999
"Queen Alexandra Range 99598","H5","3.7",1999
"Queen Alexandra Range 99599","LL5","4.4",1999
"Queen Alexandra Range 99600","H5","119.6",1999
"Queen Alexandra Range 99601","H5","166.4",1999
"Queen Alexandra Range 99602","L5","250.1",1999
"Queen Alexandra Range 99603","H5","156.8",1999
"Queen Alexandra Range 99604","H5","136.4",1999
"Queen Alexandra Range 99605","L5","315.5",1999
"Queen Alexandra Range 99606","L6","132.1",1999
"Queen Alexandra Range 99607","H5","164.9",1999
"Queen Alexandra Range 99608","L5","189.6",1999
"Queen Alexandra Range 99609","Eucrite-br","24.5",1999
"Queen Alexandra Range 99610","L6","59.5",1999
"Queen Alexandra Range 99611","L5","89.6",1999
"Queen Alexandra Range 99612","LL5","64.3",1999
"Queen Alexandra Range 99613","LL5","37.6",1999
"Queen Alexandra Range 99614","LL5","31.2",1999
"Queen Alexandra Range 99615","LL5","46.9",1999
"Queen Alexandra Range 99616","LL5","27.8",1999
"Queen Alexandra Range 99617","LL5","36.3",1999
"Queen Alexandra Range 99618","LL5","27",1999
"Queen Alexandra Range 99619","LL5","51.8",1999
"Queen Alexandra Range 99620","LL5","29.3",1999
"Queen Alexandra Range 99621","LL5","21.6",1999
"Queen Alexandra Range 99622","LL5","29.8",1999
"Queen Alexandra Range 99623","LL5","5.5",1999
"Queen Alexandra Range 99624","LL5","4.3",1999
"Queen Alexandra Range 99625","LL5","5.8",1999
"Queen Alexandra Range 99626","LL5","4.9",1999
"Queen Alexandra Range 99627","LL5","3.4",1999
"Queen Alexandra Range 99628","LL5","9.5",1999
"Queen Alexandra Range 99629","LL5","6.2",1999
"Queen Alexandra Range 99630","LL5","2.5",1999
"Queen Alexandra Range 99631","L5","1.1",1999
"Queen Alexandra Range 99632","LL5","1.1",1999
"Queen Alexandra Range 99633","LL5","1.4",1999
"Queen Alexandra Range 99634","H5","1.3",1999
"Queen Alexandra Range 99635","LL5","1.3",1999
"Queen Alexandra Range 99636","LL5","1.2",1999
"Queen Alexandra Range 99637","LL5","3.9",1999
"Queen Alexandra Range 99638","L5","5.1",1999
"Queen Alexandra Range 99639","LL5","3.8",1999
"Queen Alexandra Range 99640","L5","3",1999
"Queen Alexandra Range 99641","LL5","4.6",1999
"Queen Alexandra Range 99642","LL5","20.6",1999
"Queen Alexandra Range 99643","LL5","4.6",1999
"Queen Alexandra Range 99644","LL5","2.3",1999
"Queen Alexandra Range 99645","L6","2.8",1999
"Queen Alexandra Range 99646","LL5","6.2",1999
"Queen Alexandra Range 99647","L5","18.3",1999
"Queen Alexandra Range 99648","LL5","18.3",1999
"Queen Alexandra Range 99649","LL5","1.6",1999
"Queen Alexandra Range 99650","LL5","1.3",1999
"Queen Alexandra Range 99651","LL5","3.6",1999
"Queen Alexandra Range 99652","LL5","2.2",1999
"Queen Alexandra Range 99653","LL5","4.8",1999
"Queen Alexandra Range 99654","LL5","5.1",1999
"Queen Alexandra Range 99655","LL5","2.3",1999
"Queen Alexandra Range 99656","LL5","3.4",1999
"Queen Alexandra Range 99657","LL5","1.4",1999
"Queen Alexandra Range 99658","Eucrite-unbr","8.8",1999
"Queen Alexandra Range 99659","LL5","7.3",1999
"Queen Alexandra Range 99660","LL5","10.1",1999
"Queen Alexandra Range 99661","LL5","2.6",1999
"Queen Alexandra Range 99662","LL5","12.8",1999
"Queen Alexandra Range 99663","LL5","24.9",1999
"Queen Alexandra Range 99664","LL5","4.6",1999
"Queen Alexandra Range 99665","LL5","6.6",1999
"Queen Alexandra Range 99666","LL5","10.3",1999
"Queen Alexandra Range 99667","LL5","10.1",1999
"Queen Alexandra Range 99668","LL5","15",1999
"Queen Alexandra Range 99669","LL5","34.2",1999
"Queen Alexandra Range 99670","H5","2.4",1999
"Queen Alexandra Range 99671","LL5","2.4",1999
"Queen Alexandra Range 99672","LL5","1",1999
"Queen Alexandra Range 99673","LL5","2.2",1999
"Queen Alexandra Range 99674","LL5","1.14",1999
"Queen Alexandra Range 99675","CK4","1.7",1999
"Queen Alexandra Range 99676","CK4","1.7",1999
"Queen Alexandra Range 99677","CK4","1.3",1999
"Queen Alexandra Range 99678","CK4","1.6",1999
"Queen Alexandra Range 99679","CK4","3.7",1999
"Queen Alexandra Range 99680","CK5","15.7",1999
"Queen Alexandra Range 99681","CK5","4",1999
"Queen Alexandra Range 99682","LL5","33.4",1999
"Queen Alexandra Range 99683","H5","43.3",1999
"Queen Alexandra Range 99684","L5","63.8",1999
"Queen Alexandra Range 99685","LL5","9",1999
"Queen Alexandra Range 99686","LL5","18.1",1999
"Queen Alexandra Range 99687","LL5","11.1",1999
"Queen Alexandra Range 99688","LL6","10.6",1999
"Queen Alexandra Range 99689","LL5","7.2",1999
"Queen Alexandra Range 99690","LL5","2.5",1999
"Queen Alexandra Range 99691","LL5","2.4",1999
"Queen Alexandra Range 99692","LL5","3.5",1999
"Queen Alexandra Range 99693","LL5","2.3",1999
"Queen Alexandra Range 99694","LL5","3",1999
"Queen Alexandra Range 99695","LL5","3",1999
"Queen Alexandra Range 99696","LL5","1.7",1999
"Queen Alexandra Range 99697","H5","7.7",1999
"Queen Alexandra Range 99698","LL5","3.4",1999
"Queen Alexandra Range 99699","LL5","23.5",1999
"Queen Alexandra Range 99700","LL6","3.8",1999
"Queen Alexandra Range 99701","LL5","3.9",1999
"Queen Alexandra Range 99702","LL5","1.6",1999
"Queen Alexandra Range 99703","LL5","2.1",1999
"Queen Alexandra Range 99704","LL6","4.2",1999
"Queen Alexandra Range 99705","LL5","8.4",1999
"Queen Alexandra Range 99706","LL5","1.9",1999
"Queen Alexandra Range 99707","LL5","3.3",1999
"Queen Alexandra Range 99708","LL5","1.9",1999
"Queen Alexandra Range 99709","LL5","3.1",1999
"Queen Alexandra Range 99710","LL5","8.4",1999
"Queen Alexandra Range 99711","LL5","5.2",1999
"Queen Alexandra Range 99712","LL5","5.2",1999
"Queen Alexandra Range 99713","LL5","1.5",1999
"Queen Alexandra Range 99714","LL5","3",1999
"Queen Alexandra Range 99715","LL5","2.5",1999
"Queen Alexandra Range 99716","LL5","2.5",1999
"Queen Alexandra Range 99717","LL5","5.1",1999
"Queen Alexandra Range 99718","LL5","2.9",1999
"Queen Alexandra Range 99719","LL5","2.9",1999
"Queen Alexandra Range 99720","LL5","23.2",1999
"Queen Alexandra Range 99721","LL5","14.4",1999
"Queen Alexandra Range 99722","LL5","15.1",1999
"Queen Alexandra Range 99723","L6","7.5",1999
"Queen Alexandra Range 99724","L5","3.4",1999
"Queen Alexandra Range 99725","LL5","2.7",1999
"Queen Alexandra Range 99726","LL5","2.7",1999
"Queen Alexandra Range 99727","LL5","0.2",1999
"Queen Alexandra Range 99728","LL5","0.5",1999
"Queen Alexandra Range 99729","LL5","0.8",1999
"Queen Alexandra Range 99730","H5","7.3",1999
"Queen Alexandra Range 99731","LL5","12.4",1999
"Queen Alexandra Range 99732","LL5","3.7",1999
"Queen Alexandra Range 99733","LL5","9.6",1999
"Queen Alexandra Range 99734","LL5","10.9",1999
"Queen Alexandra Range 99735","LL5","18.7",1999
"Queen Alexandra Range 99736","LL5","5.2",1999
"Queen Alexandra Range 99737","LL5","4.1",1999
"Queen Alexandra Range 99738","LL5","6.1",1999
"Queen Alexandra Range 99739","LL5","4.7",1999
"Queen Alexandra Range 99740","L6","2.35",1999
"Queen Alexandra Range 99741","LL5","4.7",1999
"Queen Alexandra Range 99742","LL5","0.5",1999
"Queen Alexandra Range 99743","LL5","0.3",1999
"Queen Alexandra Range 99744","L5","1.2",1999
"Queen Alexandra Range 99745","LL5","1.3",1999
"Queen Alexandra Range 99746","LL5","3.4",1999
"Queen Alexandra Range 99747","L5","3.4",1999
"Queen Alexandra Range 99748","LL5","1",1999
"Queen Alexandra Range 99749","LL5","2",1999
"Queen Alexandra Range 99750","LL5","0.51",1999
"Queen Alexandra Range 99751","LL5","1.25",1999
"Queen Alexandra Range 99752","CM2","1.38",1999
"Queen Alexandra Range 99753","LL5","3.52",1999
"Queen Alexandra Range 99754","LL6","0.62",1999
"Queen Alexandra Range 99755","L6","0.98",1999
"Queen Alexandra Range 99756","LL5","2.3",1999
"Queen Alexandra Range 99757","LL5","1.49",1999
"Queen Alexandra Range 99758","LL5","0.45",1999
"Queen Alexandra Range 99759","LL5","1.7",1999
"Queen Alexandra Range 99760","H5","3.3",1999
"Queen Alexandra Range 99761","LL5","5.1",1999
"Queen Alexandra Range 99762","LL5","6.2",1999
"Queen Alexandra Range 99763","LL5","1.5",1999
"Queen Alexandra Range 99764","LL5","1.5",1999
"Queen Alexandra Range 99765","LL5","5.3",1999
"Queen Alexandra Range 99766","LL5","2.1",1999
"Queen Alexandra Range 99767","LL5","1.3",1999
"Queen Alexandra Range 99768","LL5","1.5",1999
"Queen Alexandra Range 99769","LL5","2.5",1999
"Queen Alexandra Range 99770","H5","2.5",1999
"Queen Alexandra Range 99771","L6","0.6",1999
"Queen Alexandra Range 99772","LL5","3.5",1999
"Queen Alexandra Range 99773","LL5","1.4",1999
"Queen Alexandra Range 99774","LL5","3.1",1999
"Queen Alexandra Range 99775","H4","3.1",1999
"Queen Alexandra Range 99776","H4","3.1",1999
"Queen Alexandra Range 99777","LL5","4.2",1999
"Queen Alexandra Range 99778","LL5","13.5",1999
"Queen Alexandra Range 99779","LL5","6.9",1999
"Queen Alexandra Range 99780","L5","136.5",1999
"Queen Alexandra Range 99781","L5","69.7",1999
"Queen Alexandra Range 99782","LL5","39.1",1999
"Queen Alexandra Range 99783","L5","34.51",1999
"Queen Alexandra Range 99784","LL5","49",1999
"Queen Alexandra Range 99785","LL5","24.1",1999
"Queen Alexandra Range 99786","LL6","96.4",1999
"Queen Alexandra Range 99787","LL5","33.7",1999
"Queen Alexandra Range 99788","LL5","15.3",1999
"Queen Alexandra Range 99789","H5","14.1",1999
"Queen Alexandra Range 99790","LL5","8.9",1999
"Queen Alexandra Range 99791","LL5","9.6",1999
"Queen Alexandra Range 99792","LL5","9.2",1999
"Queen Alexandra Range 99793","LL5","1.78",1999
"Queen Alexandra Range 99794","LL5","1.13",1999
"Queen Alexandra Range 99795","LL5","2.8",1999
"Queen Alexandra Range 99796","LL5","3.8",1999
"Queen Alexandra Range 99797","L5","1.12",1999
"Queen Alexandra Range 99798","LL5","2.7",1999
"Queen Alexandra Range 99799","Eucrite-br","8.3",1999
"Queen Alexandra Range 99800","LL5","15",1999
"Queen Alexandra Range 99801","LL5","2.1",1999
"Queen Alexandra Range 99802","LL5","3.7",1999
"Queen Alexandra Range 99803","LL5","2.7",1999
"Queen Alexandra Range 99804","LL5","2.3",1999
"Queen Alexandra Range 99805","LL5","1.5",1999
"Queen Alexandra Range 99806","LL5","1.3",1999
"Queen Alexandra Range 99807","LL5","22.4",1999
"Queen Alexandra Range 99808","LL5","13.9",1999
"Queen Alexandra Range 99809","LL5","3",1999
"Queen Alexandra Range 99810","LL5","10.1",1999
"Queen Alexandra Range 99811","LL5","3.6",1999
"Queen Alexandra Range 99812","LL5","3.6",1999
"Queen Alexandra Range 99813","LL6","1.4",1999
"Queen Alexandra Range 99814","LL5","2.1",1999
"Queen Alexandra Range 99815","LL5","4.2",1999
"Queen Alexandra Range 99816","LL5","4.2",1999
"Queen Alexandra Range 99817","LL6","0.5",1999
"Queen Alexandra Range 99819","LL5","0.4",1999
"Queen Alexandra Range 99820","LL5","38.2",1999
"Queen Alexandra Range 99821","LL5","40.6",1999
"Queen Alexandra Range 99822","H5","23.35",1999
"Queen Alexandra Range 99823","LL5","42",1999
"Queen Alexandra Range 99824","LL5","22.7",1999
"Queen Alexandra Range 99825","L6","48.9",1999
"Queen Alexandra Range 99826","LL5","39.8",1999
"Queen Alexandra Range 99827","LL5","54.2",1999
"Queen Alexandra Range 99828","LL5","26",1999
"Queen Alexandra Range 99829","LL5","14.8",1999
"Queen Alexandra Range 99830","LL5","5.3",1999
"Queen Alexandra Range 99831","LL5","9.7",1999
"Queen Alexandra Range 99832","LL5","6.4",1999
"Queen Alexandra Range 99833","LL5","6.8",1999
"Queen Alexandra Range 99834","LL5","5.5",1999
"Queen Alexandra Range 99835","LL5","1.5",1999
"Queen Alexandra Range 99836","LL5","3.7",1999
"Queen Alexandra Range 99837","LL5","3.7",1999
"Queen Alexandra Range 99839","LL5","1.8",1999
"Queen Alexandra Range 99840","LL5","1.8",1999
"Queen Alexandra Range 99841","LL5","0.4",1999
"Queen Alexandra Range 99842","LL5","0.3",1999
"Queen Alexandra Range 99843","LL5","6.4",1999
"Queen Alexandra Range 99844","LL5","6.4",1999
"Queen Alexandra Range 99845","LL6","0.8",1999
"Queen Alexandra Range 99846","LL5","0.7",1999
"Queen Alexandra Range 99847","LL5","1.2",1999
"Queen Alexandra Range 99848","L5","17.7",1999
"Queen Alexandra Range 99849","LL5","14.9",1999
"Queen Alexandra Range 99850","L5","14.9",1999
"Queen Alexandra Range 99851","LL5","6",1999
"Queen Alexandra Range 99852","LL5","3",1999
"Queen Alexandra Range 99853","LL5","3.4",1999
"Queen Alexandra Range 99854","LL5","1.3",1999
"Queen Alexandra Range 99855","LL5","12.1",1999
"Queen Alexandra Range 99856","LL5","2.8",1999
"Queen Alexandra Range 99857","LL5","13.9",1999
"Queen Alexandra Range 99858","LL5","28.3",1999
"Queen Alexandra Range 99859","LL5","1.3",1999
"Queen Alexandra Range 99860","LL5","1.3",1999
"Queen Alexandra Range 99861","LL5/6","3.2",1999
"Queen Alexandra Range 99862","LL5","23.9",1999
"Queen Alexandra Range 99863","LL5","15.2",1999
"Queen Alexandra Range 99864","LL5","3.5",1999
"Queen Alexandra Range 99865","LL5","33",1999
"Queen Alexandra Range 99866","LL5","4.3",1999
"Queen Alexandra Range 99867","H5","3.61",1999
"Queen Alexandra Range 99868","LL5","9.5",1999
"Queen Alexandra Range 99869","LL5","12.5",1999
"Queen Alexandra Range 99870","LL5","4.2",1999
"Queen Alexandra Range 99871","LL5","7.4",1999
"Queen Alexandra Range 99872","LL5","7",1999
"Queen Alexandra Range 99873","LL5","7",1999
"Queen Alexandra Range 99874","LL5","4.2",1999
"Queen Alexandra Range 99875","LL5","4.2",1999
"Queen Alexandra Range 99876","LL5","7.3",1999
"Queen Alexandra Range 99877","LL5","16.8",1999
"Queen Alexandra Range 99878","LL5","2.2",1999
"Queen Alexandra Range 99879","LL5","4",1999
"Queen Alexandra Range 99880","LL5","5.1",1999
"Queen Alexandra Range 99881","LL5","7.3",1999
"Queen Alexandra Range 99882","H5","30.9",1999
"Queen Alexandra Range 99883","LL5","4.9",1999
"Queen Alexandra Range 99884","LL6","4.9",1999
"Queen Alexandra Range 99885","LL5","8.9",1999
"Queen Alexandra Range 99886","CM2","15.3",1999
"Queen Alexandra Range 99887","LL5","13.8",1999
"Queen Alexandra Range 99888","LL5","6.1",1999
"Queen Alexandra Range 99889","LL5","12.3",1999
"Queen Alexandra Range 99890","LL5","41.9",1999
"Queen Alexandra Range 99891","LL5","47",1999
"Queen Alexandra Range 99892","LL5","11.4",1999
"Queen Alexandra Range 99893","LL5","22.16",1999
"Queen Alexandra Range 99894","LL5","14.6",1999
"Queen Alexandra Range 99895","LL5","9.9",1999
"Queen Alexandra Range 99896","LL6","8.8",1999
"Queen Alexandra Range 99897","LL5","8.3",1999
"Queen Alexandra Range 99898","LL5","6.9",1999
"Queen Alexandra Range 99899","LL5","12.5",1999
"Queen Alexandra Range 99900","L5","11.5",1999
"Queen Alexandra Range 99901","LL5","7.7",1999
"Queen Alexandra Range 99902","LL5","1.3",1999
"Queen Alexandra Range 99903","LL5","1.3",1999
"Queen Alexandra Range 99904","LL5","3.7",1999
"Queen Alexandra Range 99905","LL5","7",1999
"Queen Alexandra Range 99906","LL5","3",1999
"Queen Alexandra Range 99907","LL5","3.2",1999
"Queen Alexandra Range 99908","LL5","3.2",1999
"Queen Alexandra Range 99909","LL5","1.4",1999
"Queen Alexandra Range 99910","LL5","1.4",1999
"Queen Alexandra Range 99911","LL5","0.5",1999
"Queen Alexandra Range 99912","LL5","0.8",1999
"Queretaro","H4","5000",1971
"Quijingue","Pallasite, PMG","59000",1984
"Quinn Canyon","Iron, IIIAB","1450000",1908
"Quinyambie","LL3.6","1638",1968
"Qulumat Nadqan 001","L3.7","13901",2008
"Rabbit Dry Lake","L6","20",2000
"Rabbit Flat","H6","295",1974
"Rafrüti","Iron, ungrouped","18200",1886
"Ragged Top","H4","122.7",1997
"Ragland","LL3.4","12100",1982
"Ragland Hill","H5","11800",1980
"Raguli","H3.8","4239",1972
"Rainbow","CO3.2","1553",1994
"Rakity","L3","11400",1971
"Ramlat al Wahibah 001","H4/5","75.7",2006
"Ramlat al Wahibah 002","H4/5","475.15",2006
"Ramlat al Wahibah 003","H4/5","95.44",2006
"Ramlat al Wahibah 004","H4/5","43.83",2006
"Ramlat al Wahibah 005","H5","56.65",2006
"Ramlat al Wahibah 006","H5","33.28",2006
"Ramlat al Wahibah 007","H5","1940.66",2006
"Ramlat al Wahibah 008","L4","7.8",2006
"Ramlat al Wahibah 009","H4","21.96",2006
"Ramlat al Wahibah 010","H4","23.16",2006
"Ramlat al Wahibah 011","H5","120.59",2006
"Ramlat al Wahibah 012","H5","23.11",2006
"Ramlat al Wahibah 013","H5","305.21",2006
"Ramlat al Wahibah 014","H5","5591",2006
"Ramlat al Wahibah 015","H5","295.83",2006
"Ramlat al Wahibah 016","L6","115.43",2006
"Ramlat al Wahibah 017","H5","70.12",2006
"Ramlat al Wahibah 018","H6","35.8",2006
"Ramlat al Wahibah 019","H6","546.12",2006
"Ramlat al Wahibah 020","H6","112.18",2006
"Ramlat al Wahibah 021","H5","59.07",2006
"Ramlat al Wahibah 022","H5","89.93",2006
"Ramlat al Wahibah 023","H4","107.09",2006
"Ramlat al Wahibah 024","H5","12.07",2006
"Ramlat al Wahibah 025","H5","4.94",2006
"Ramlat al Wahibah 026","H5","342.66",2006
"Ramlat al Wahibah 027","H5","1174.41",2006
"Ramlat al Wahibah 028","H5","26.84",2006
"Ramlat al Wahibah 029","H5","12.44",2006
"Ramlat al Wahibah 030","H5","4.92",2006
"Ramlat al Wahibah 031","H4","195.35",2006
"Ramlat al Wahibah 032","L6","13.48",2006
"Ramlat al Wahibah 033","H4/5","22.72",2006
"Ramlat al Wahibah 034","LL3-5","61.13",2006
"Ramlat al Wahibah 035","H5","30.74",2006
"Ramlat al Wahibah 036","H4/5","131.41",2006
"Ramlat al Wahibah 037","H4/5","529.63",2006
"Ramlat al Wahibah 038","H5","7.4",2006
"Ramlat al Wahibah 039","H4/5","23.8",2006
"Ramlat al Wahibah 040","H4/5","78.36",2006
"Ramlat al Wahibah 041","L6","88.87",2006
"Ramlat al Wahibah 042","L6","548.17",2006
"Ramlat al Wahibah 043","H5","97.864",2007
"Ramlat al Wahibah 044","H4-5","27.925",2007
"Ramlat al Wahibah 045","H6-melt breccia","85.28",2010
"Ramlat al Wahibah 046","L6","136.99",2010
"Ramlat as Sahmah 001","L6","97.53",2003
"Ramlat as Sahmah 002","H6","200.51",2003
"Ramlat as Sahmah 003","H5","39.81",2003
"Ramlat as Sahmah 004","H4","475.96",2003
"Ramlat as Sahmah 005","H5","275.28",2003
"Ramlat as Sahmah 006","H5","17.95",2003
"Ramlat as Sahmah 007","Ureilite","420",2004
"Ramlat as Sahmah 008","L6","466",2004
"Ramlat as Sahmah 009","H5","146",2004
"Ramlat as Sahmah 113","L6","1499",2003
"Ramlat as Sahmah 114","H5","142.4",2003
"Ramlat as Sahmah 200","Mesosiderite","487.26",2002
"Ramlat as Sahmah 201","R5","249.4",2002
"Ramlat as Sahmah 202","Mesosiderite","18250",2002
"Ramlat as Sahmah 203","Mesosiderite","4194",2002
"Ramlat as Sahmah 204","L6","10248.8",2003
"Ramlat as Sahmah 205","L6","742.79",2003
"Ramlat as Sahmah 206","L3.4","251.03",2003
"Ramlat as Sahmah 207","L6","202.01",2003
"Ramlat as Sahmah 208","H3.8/3.9","50.13",2003
"Ramlat as Sahmah 209","H5","100.47",2003
"Ramlat as Sahmah 210","H5","58.95",2003
"Ramlat as Sahmah 211","Chondrite-ung","143.03",2003
"Ramlat as Sahmah 212","H5","22.54",2003
"Ramlat as Sahmah 213","H5","4.99",2003
"Ramlat as Sahmah 214","H5","240.31",2003
"Ramlat as Sahmah 215","H3/4","15.32",2003
"Ramlat as Sahmah 216","L6","584.91",2003
"Ramlat as Sahmah 217","H5","184.6",2003
"Ramlat as Sahmah 218","H3.9","13.59",2003
"Ramlat as Sahmah 219","L4","470.16",2003
"Ramlat as Sahmah 220","L4","247.64",2003
"Ramlat as Sahmah 221","CV3","48.29",2003
"Ramlat as Sahmah 222","L6","62.7",2003
"Ramlat as Sahmah 223","H4","31.89",2003
"Ramlat as Sahmah 224","L6","231.66",2003
"Ramlat as Sahmah 225","H5","452.25",2003
"Ramlat as Sahmah 226","L6","632.4",2003
"Ramlat as Sahmah 227","L4","1226.2",2003
"Ramlat as Sahmah 228","L5","417.35",2003
"Ramlat as Sahmah 229","H4","78.52",2003
"Ramlat as Sahmah 230","H5","154.49",2003
"Ramlat as Sahmah 231","H5","202.53",2003
"Ramlat as Sahmah 232","H5","350.3",2003
"Ramlat as Sahmah 233","H5","121.69",2003
"Ramlat as Sahmah 234","L5-6","988.4",2005
"Ramlat as Sahmah 235","H4","111.51",2005
"Ramlat as Sahmah 236","H4","43.2",2005
"Ramlat as Sahmah 237","H4","85.23",2005
"Ramlat as Sahmah 238","H4","205.43",2005
"Ramlat as Sahmah 239","L5","120.08",2005
"Ramlat as Sahmah 240","H4","85.19",2005
"Ramlat as Sahmah 241","L5","77.2",2005
"Ramlat as Sahmah 242","LL4","96.62",2005
"Ramlat as Sahmah 243","L5","77.7",2005
"Ramlat as Sahmah 244","H4","43.14",2005
"Ramlat as Sahmah 245","H4","21.63",2005
"Ramlat as Sahmah 246","H5","2841",2005
"Ramlat as Sahmah 247","Ureilite","579",2005
"Ramlat as Sahmah 248","L4","23.5",2005
"Ramlat as Sahmah 249","R5","167.67",2005
"Ramlat as Sahmah 250","H4","31.1",2005
"Ramlat as Sahmah 251","CV3","97.3",2005
"Ramlat as Sahmah 252","L4","7171",2005
"Ramlat as Sahmah 253","H4","522",2005
"Ramlat as Sahmah 254","R5","183.97",2005
"Ramlat as Sahmah 255","H5","107.8",2005
"Ramlat as Sahmah 256","L4","34.27",2005
"Ramlat as Sahmah 257","H6","58.44",2005
"Ramlat as Sahmah 258","H5","97.55",2005
"Ramlat as Sahmah 259","L6","243.4",2005
"Ramlat as Sahmah 260","H~6","102.4",2004
"Ramlat as Sahmah 261","L~6","259.7",2004
"Ramlat as Sahmah 262","LL6","425",2006
"Ramlat as Sahmah 263","L6","578",2006
"Ramlat as Sahmah 264","L6","1074",1989
"Ramlat as Sahmah 265","L3","101.15",2002
"Ramlat as Sahmah 266","Mesosiderite","5130",2006
"Ramlat as Sahmah 267","LL6","117.1",2008
"Ramlat as Sahmah 268","H6","956.8",2008
"Ramlat as Sahmah 269","H6","438.2",2008
"Ramlat as Sahmah 270","L6","881.7",2008
"Ramlat as Sahmah 271","L6","8904",2008
"Ramlat as Sahmah 272","L5","48.9",2008
"Ramlat as Sahmah 273","L4-6","163.3",2008
"Ramlat as Sahmah 274","H4","278.5",2008
"Ramlat as Sahmah 275","L6","963.6",2008
"Ramlat as Sahmah 276","L6","12800",2008
"Ramlat as Sahmah 277","H5","47",2008
"Ramlat as Sahmah 278","H4","3208.7",2008
"Ramlat as Sahmah 279","H5","648.4",2008
"Ramlat as Sahmah 281","H3-6","203.7",2009
"Ramlat as Sahmah 282","H3-5","132",2009
"Ramlat as Sahmah 283","H4","447.7",2009
"Ramlat as Sahmah 284","LL5","1489.6",2009
"Ramlat as Sahmah 285","L6","269.3",2009
"Ramlat as Sahmah 286","H4-5","4445.2",2009
"Ramlat as Sahmah 287","Diogenite","1962",2009
"Ramlat as Sahmah 288","L4-6","73.3",2009
"Ramlat as Sahmah 289","H4","123.5",2009
"Ramlat as Sahmah 290","L6","446.8",2009
"Ramlat as Sahmah 291","L4","138.2",2009
"Ramlat as Sahmah 292","L6","1991.7",2009
"Ramlat as Sahmah 293","H5-6","31",2009
"Ramlat as Sahmah 294","L6","52.9",2009
"Ramlat as Sahmah 295","H4","227.7",2009
"Ramlat as Sahmah 296","L6","49.3",2009
"Ramlat as Sahmah 297","L6","706.9",2009
"Ramlat as Sahmah 298","L6","389.2",2009
"Ramlat as Sahmah 299","L6","53.1",2009
"Ramlat as Sahmah 300","L6","419.9",2009
"Ramlat as Sahmah 301","L4","86.8",2009
"Ramlat as Sahmah 302","H4","161.7",2009
"Ramlat as Sahmah 303","H4","103",2009
"Ramlat as Sahmah 304","H6","373.4",2009
"Ramlat as Sahmah 305","L6","130.8",2009
"Ramlat as Sahmah 306","H6","165.2",2009
"Ramlat as Sahmah 307","H4-6","327.5",2009
"Ramlat as Sahmah 308","H4","1352",2009
"Ramlat as Sahmah 309","Brachinite","1435.43",2009
"Ramlat as Sahmah 310","H3-6","1223.2",2009
"Ramlat as Sahmah 311","H4-6","20.3",2009
"Ramlat as Sahmah 312","H6","472.7",2009
"Ramlat as Sahmah 313","H6","111.3",2009
"Ramlat as Sahmah 314","H6","219",2009
"Ramlat as Sahmah 315","H6","2.9",2009
"Ramlat as Sahmah 316","L5","2706",2009
"Ramlat as Sahmah 317","L5","237.2",2009
"Ramlat as Sahmah 318","L5","1172.4",2009
"Ramlat as Sahmah 319","H5","948.4",2009
"Ramlat as Sahmah 320","L6","1002.3",2009
"Ramlat as Sahmah 321","H5","171.9",2009
"Ramlat as Sahmah 322","H3","264.4",2009
"Ramlat as Sahmah 323","L3-6","161.8",2009
"Ramlat as Sahmah 324","L6","63.2",2009
"Ramlat as Sahmah 325","L6","850.8",2009
"Ramlat as Sahmah 326","H4","65.4",2009
"Ramlat as Sahmah 327","L6","199",2009
"Ramlat as Sahmah 328","L6","1732.7",2009
"Ramlat as Sahmah 329","H3","80.45",2009
"Ramlat as Sahmah 330","L5","1130",2004
"Ramlat as Sahmah 331","L5","360",2004
"Ramlat as Sahmah 332","H5","123.74",2010
"Ramlat as Sahmah 333","H3.6","100.68",2010
"Ramlat as Sahmah 334","L6","80.48",2010
"Ramlat as Sahmah 335","L3.9","9.79",2010
"Ramlat as Sahmah 336","H6","4.92",2010
"Ramlat as Sahmah 337","H3.6","1119.8",2010
"Ramlat as Sahmah 338","H3.6","934.7",2010
"Ramlat as Sahmah 339","H3.6-6","1035.8",2010
"Ramlat as Sahmah 340","L6","414.1",2010
"Ramlat as Sahmah 341","L6","325.37",2010
"Ramlat as Sahmah 342","H4","519.3",2010
"Ramlat as Sahmah 343","H5","1192",2010
"Ramlat as Sahmah 344","H5","41.49",2010
"Ramlat as Sahmah 345","H6","226.85",2010
"Ramlat as Sahmah 346","H4","178.93",2010
"Ramlat as Sahmah 347","H6","37.67",2010
"Ramlat as Sahmah 348","L6","31",2010
"Ramlat as Sahmah 349","H7","16.97",2010
"Ramlat as Sahmah 350","H5","47.71",2010
"Ramlat as Sahmah 351","L6","5.18",2010
"Ramlat as Sahmah 352","L6","34.9",2010
"Ramlat as Sahmah 353","H5","143.6",2010
"Ramlat as Sahmah 354","H6","3873.8",2010
"Ramlat as Sahmah 355","H5","61.02",2010
"Ramlat as Sahmah 356","L5","39.13",2010
"Ramlat as Sahmah 357","L6","2781.2",2010
"Ramlat as Sahmah 358","L6","17.63",2010
"Ramlat as Sahmah 359","H6","4.91",2010
"Ramlat as Sahmah 360","H4","5.51",2010
"Ramlat as Sahmah 361","L5","229.65",2010
